Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gef�hlte Temperatur (°C);Regen (mm)
24.08.2018 09:00;322;205;117;Stellenweiser Regenfall;20;20;0
24.08.2018 10:00;319;182;137;Stellenweiser Regenfall;21;21;0
24.08.2018 11:00;402;211;191;Stellenweiser Regenfall;21;21;0
24.08.2018 12:00;461;204;257;Stellenweiser Regenfall;22;22;0
24.08.2018 13:00;421;196;225;Stellenweiser Regenfall;21;21;0
24.08.2018 14:00;458;229;229;Leicht bewoelkt;21;21;0
24.08.2018 15:00;457;227;230;Leicht bewoelkt;21;21;0
24.08.2018 16:00;531;258;273;Leicht bewoelkt;20;20;1
24.08.2018 17:00;545;241;304;Leichter Regenschauer;19;19;1
24.08.2018 18:00;457;184;273;Leichter Regenschauer;18;18;1
24.08.2018 19:00;364;181;183;Leichter Regenschauer;17;17;1
24.08.2018 20:00;263;124;139;Maessiger bis starker Regenschauer;16;16;1
24.08.2018 21:00;214;103;111;Maessiger bis starker Regenschauer;15;15;1
24.08.2018 22:00;215;83;132;Maessiger bis starker Regenschauer;15;15;1
24.08.2018 23:00;134;47;87;Leichter Regenschauer;14;15;0
25.08.2018 00:00;112;30;82;Leichter Regenschauer;14;14;0
25.08.2018 01:00;74;23;51;Leichter Regenschauer;14;14;0
25.08.2018 02:00;56;16;40;Stellenweiser Regenfall;14;14;0
25.08.2018 03:00;29;16;13;Stellenweiser Regenfall;13;14;0
25.08.2018 04:00;14;7;7;Stellenweiser Regenfall;14;14;0
25.08.2018 05:00;32;13;19;Leicht bewoelkt;14;14;0
25.08.2018 06:00;39;19;20;Leicht bewoelkt;14;14;0
25.08.2018 07:00;71;50;21;Leicht bewoelkt;15;15;0
25.08.2018 08:00;168;70;98;Bewoelkt;15;15;0
25.08.2018 09:00;270;168;102;Bewoelkt;16;16;0
25.08.2018 10:00;364;201;163;Bewoelkt;16;16;0
25.08.2018 11:00;395;192;203;Bewoelkt;17;17;0
25.08.2018 12:00;337;187;150;Bewoelkt;17;17;0
25.08.2018 13:00;325;156;169;Bewoelkt;16;16;0
25.08.2018 14:00;344;148;196;Bedeckt;16;15;0
25.08.2018 15:00;278;114;164;Bedeckt;15;14;0
25.08.2018 16:00;251;108;143;Bedeckt;14;14;0
25.08.2018 17:00;263;126;137;Leichter Regenfall;13;13;0
25.08.2018 18:00;217;99;118;Leichter Regenfall;13;12;1
25.08.2018 19:00;189;76;113;Leichter Regenfall;12;12;1
25.08.2018 20:00;210;94;116;Leichter Regenfall;12;11;1
25.08.2018 21:00;146;65;81;Leichter Regenfall;11;11;1
25.08.2018 22:00;110;54;56;Leichter Regenfall;11;10;1
25.08.2018 23:00;115;50;65;Maessiger Regenfall;10;10;1
26.08.2018 00:00;105;34;71;Maessiger Regenfall;10;10;1
26.08.2018 01:00;72;36;36;Maessiger Regenfall;9;9;1
26.08.2018 02:00;52;22;30;Teilweise maessiger Regenfall;9;9;1
26.08.2018 03:00;47;20;27;Teilweise maessiger Regenfall;8;8;0
26.08.2018 04:00;18;2;16;Teilweise maessiger Regenfall;8;8;0
26.08.2018 05:00;17;10;7;Stellenweiser Regenfall;9;9;0
26.08.2018 06:00;23;11;12;Stellenweiser Regenfall;9;9;0
26.08.2018 07:00;32;15;17;Stellenweiser Regenfall;11;11;0
26.08.2018 08:00;70;32;38;Stellenweiser Regenfall;12;12;0
26.08.2018 09:00;189;109;80;Stellenweiser Regenfall;14;14;0
26.08.2018 10:00;223;107;116;Stellenweiser Regenfall;15;15;0
26.08.2018 11:00;327;152;175;Leicht bewoelkt;17;17;0
26.08.2018 12:00;346;168;178;Leicht bewoelkt;18;18;0
26.08.2018 13:00;353;156;197;Leicht bewoelkt;18;18;0
26.08.2018 14:00;429;212;217;Leicht bewoelkt;19;19;0
26.08.2018 15:00;381;175;206;Leicht bewoelkt;19;19;0
26.08.2018 16:00;378;186;192;Leicht bewoelkt;18;18;0
26.08.2018 17:00;425;183;242;Leicht bewoelkt;18;18;0
26.08.2018 18:00;438;215;223;Leicht bewoelkt;17;17;0
26.08.2018 19:00;317;162;155;Leicht bewoelkt;17;17;0
26.08.2018 20:00;274;139;135;Leicht bewoelkt;16;16;0
26.08.2018 21:00;175;86;89;Leicht bewoelkt;15;15;0
26.08.2018 22:00;104;41;63;Leicht bewoelkt;14;14;0
26.08.2018 23:00;62;31;31;Leicht bewoelkt;13;13;0
27.08.2018 00:00;49;17;32;Leicht bewoelkt;11;11;0
27.08.2018 01:00;10;6;4;Leicht bewoelkt;11;11;0
27.08.2018 02:00;7;3;4;Leicht bewoelkt;10;10;0
27.08.2018 03:00;2;2;0;Leicht bewoelkt;10;10;0
27.08.2018 04:00;4;1;3;Leicht bewoelkt;10;10;0
27.08.2018 05:00;41;24;17;Leicht bewoelkt;11;11;0
27.08.2018 06:00;146;92;54;Leicht bewoelkt;12;12;0
27.08.2018 07:00;318;180;138;Leicht bewoelkt;13;14;0
27.08.2018 08:00;441;243;198;Leicht bewoelkt;15;15;0
27.08.2018 09:00;373;214;159;Leicht bewoelkt;16;17;0
27.08.2018 10:00;418;214;204;Leicht bewoelkt;18;18;0
27.08.2018 11:00;463;255;208;Leicht bewoelkt;19;19;0
27.08.2018 12:00;475;231;244;Leicht bewoelkt;21;21;0
27.08.2018 13:00;493;235;258;Leicht bewoelkt;21;21;0
27.08.2018 14:00;500;260;240;Leicht bewoelkt;22;22;0
27.08.2018 15:00;584;291;293;Leicht bewoelkt;22;24;0
27.08.2018 16:00;698;350;348;Leicht bewoelkt;21;21;0
27.08.2018 17:00;688;296;392;Leicht bewoelkt;20;20;0
27.08.2018 18:00;611;242;369;Leicht bewoelkt;20;20;0
27.08.2018 19:00;450;193;257;Leicht bewoelkt;18;18;0
27.08.2018 20:00;345;144;201;Bewoelkt;16;16;0
27.08.2018 21:00;253;114;139;Bewoelkt;15;15;0
27.08.2018 22:00;166;72;94;Bewoelkt;15;15;0
27.08.2018 23:00;104;51;53;Leicht bewoelkt;15;15;0
28.08.2018 00:00;68;35;33;Leicht bewoelkt;15;15;0
28.08.2018 01:00;38;10;28;Leicht bewoelkt;16;16;0
28.08.2018 02:00;11;4;7;Bewoelkt;16;16;0
28.08.2018 03:00;14;6;8;Bewoelkt;16;16;0
28.08.2018 04:00;5;2;3;Bewoelkt;16;16;0
28.08.2018 05:00;43;26;17;Leicht bewoelkt;17;17;0
28.08.2018 06:00;138;89;49;Leicht bewoelkt;17;17;0
28.08.2018 07:00;341;186;155;Leicht bewoelkt;18;18;0
28.08.2018 08:00;523;286;237;Leicht bewoelkt;20;20;0
28.08.2018 09:00;487;263;224;Leicht bewoelkt;22;22;0
28.08.2018 10:00;513;250;263;Leicht bewoelkt;23;24;0
28.08.2018 11:00;534;237;297;Leicht bewoelkt;24;25;0
28.08.2018 12:00;480;203;277;Leicht bewoelkt;26;27;0
28.08.2018 13:00;523;238;285;Leicht bewoelkt;26;27;0
28.08.2018 14:00;614;304;310;Leicht bewoelkt;26;27;0
28.08.2018 15:00;590;272;318;Leicht bewoelkt;27;28;0
28.08.2018 16:00;774;368;406;Leicht bewoelkt;26;27;0
28.08.2018 17:00;841;404;437;Sonnig;25;27;0
28.08.2018 18:00;762;334;428;Sonnig;24;27;0
28.08.2018 19:00;549;230;319;Sonnig;23;26;0
28.08.2018 20:00;411;148;263;Leicht bewoelkt;22;25;0
28.08.2018 21:00;284;129;155;Leicht bewoelkt;22;22;0
28.08.2018 22:00;216;81;135;Leicht bewoelkt;20;20;0
28.08.2018 23:00;116;42;74;Leicht bewoelkt;19;19;0
29.08.2018 00:00;84;33;51;Leicht bewoelkt;18;18;0
29.08.2018 01:00;104;51;53;Leicht bewoelkt;18;18;0
29.08.2018 02:00;17;11;6;Leicht bewoelkt;17;17;0
29.08.2018 03:00;9;4;5;Leicht bewoelkt;16;16;0
29.08.2018 04:00;8;5;3;Leicht bewoelkt;17;17;0
29.08.2018 05:00;49;25;24;Leicht bewoelkt;17;17;0
29.08.2018 06:00;141;88;53;Leicht bewoelkt;17;17;0
29.08.2018 07:00;341;180;161;Leicht bewoelkt;19;19;0
29.08.2018 08:00;505;270;235;Leicht bewoelkt;20;20;0
29.08.2018 09:00;437;253;184;Leicht bewoelkt;22;23;0
29.08.2018 10:00;456;229;227;Leicht bewoelkt;23;24;0
29.08.2018 11:00;493;252;241;Leicht bewoelkt;25;26;0
29.08.2018 12:00;504;204;300;Leicht bewoelkt;26;27;0
29.08.2018 13:00;514;244;270;Leicht bewoelkt;26;27;0
29.08.2018 14:00;601;293;308;Leicht bewoelkt;26;27;0
29.08.2018 15:00;616;306;310;Leicht bewoelkt;26;27;0
29.08.2018 16:00;682;332;350;Leicht bewoelkt;25;27;0
29.08.2018 17:00;862;377;485;Stellenweise Gewitter und Niederschlaege;24;26;0
29.08.2018 18:00;586;266;320;Stellenweise Gewitter und Niederschlaege;23;25;0
29.08.2018 19:00;204;79;125;Stellenweise Gewitter und Niederschlaege;22;22;0
29.08.2018 20:00;229;100;129;Nieselregen;20;20;0
29.08.2018 21:00;151;74;77;Nieselregen;19;19;1
29.08.2018 22:00;135;49;86;Nieselregen;18;18;1
29.08.2018 23:00;71;29;42;Teilweise maessiger Regenfall;18;18;0
30.08.2018 00:00;49;10;39;Teilweise maessiger Regenfall;17;17;0
30.08.2018 01:00;44;13;31;Teilweise maessiger Regenfall;17;17;0
30.08.2018 02:00;12;8;4;Leicht bewoelkt;17;17;0
30.08.2018 03:00;13;8;5;Leicht bewoelkt;17;17;0
30.08.2018 04:00;8;5;3;Leicht bewoelkt;16;16;0
30.08.2018 05:00;33;15;18;Leichter Regenschauer;16;16;0
30.08.2018 06:00;118;74;44;Leichter Regenschauer;16;16;0
30.08.2018 07:00;254;133;121;Leichter Regenschauer;17;17;0
30.08.2018 08:00;344;191;153;Leichter Regenschauer;17;17;0
30.08.2018 09:00;325;206;119;Leichter Regenschauer;17;17;0
30.08.2018 10:00;306;159;147;Leichter Regenschauer;18;18;0
30.08.2018 11:00;330;159;171;Stellenweiser Regenfall;19;19;0
30.08.2018 12:00;417;213;204;Stellenweiser Regenfall;20;20;0
30.08.2018 13:00;403;201;202;Stellenweiser Regenfall;20;20;0
30.08.2018 14:00;397;192;205;Stellenweiser Regenfall;21;21;0
30.08.2018 15:00;461;237;224;Stellenweiser Regenfall;22;22;0
30.08.2018 16:00;596;307;289;Stellenweiser Regenfall;21;21;0
30.08.2018 17:00;596;287;309;Leicht bewoelkt;21;21;0
30.08.2018 18:00;557;247;310;Leicht bewoelkt;20;20;0
30.08.2018 19:00;428;174;254;Leicht bewoelkt;19;19;0
30.08.2018 20:00;295;121;174;Stellenweiser Regenfall;18;18;0
30.08.2018 21:00;226;89;137;Stellenweiser Regenfall;17;17;0
30.08.2018 22:00;174;75;99;Stellenweiser Regenfall;16;16;0
30.08.2018 23:00;132;45;87;Leicht bewoelkt;15;15;0
31.08.2018 00:00;54;14;40;Leicht bewoelkt;14;14;0
31.08.2018 01:00;41;14;27;Leicht bewoelkt;13;13;0
31.08.2018 02:00;19;8;11;Leicht bewoelkt;13;13;0
31.08.2018 03:00;10;3;7;Leicht bewoelkt;13;12;0
31.08.2018 04:00;7;5;2;Leicht bewoelkt;13;12;0
31.08.2018 05:00;30;15;15;Bedeckt;13;13;0
31.08.2018 06:00;90;56;34;Bedeckt;13;13;0
31.08.2018 07:00;189;95;94;Bedeckt;14;13;0
31.08.2018 08:00;284;154;130;Nieselregen;14;14;1
31.08.2018 09:00;326;222;104;Nieselregen;14;14;1
31.08.2018 10:00;331;194;137;Nieselregen;14;15;1
31.08.2018 11:00;355;182;173;Maessiger Regenfall;15;15;1
31.08.2018 12:00;316;127;189;Maessiger Regenfall;15;15;2
31.08.2018 13:00;268;101;167;Maessiger Regenfall;15;15;2
31.08.2018 14:00;288;141;147;Maessiger Regenfall;15;15;1
31.08.2018 15:00;305;139;166;Maessiger Regenfall;15;15;1
31.08.2018 16:00;327;165;162;Maessiger Regenfall;15;14;1
31.08.2018 17:00;312;145;167;Teilweise maessiger Regenfall;14;14;1
31.08.2018 18:00;223;75;148;Teilweise maessiger Regenfall;14;13;1
31.08.2018 19:00;192;65;127;Teilweise maessiger Regenfall;13;13;0
31.08.2018 20:00;140;73;67;Stellenweiser leichter Regenfall;13;12;0
31.08.2018 21:00;76;29;47;Stellenweiser leichter Regenfall;13;12;0
31.08.2018 22:00;69;34;35;Stellenweiser leichter Regenfall;12;11;0
31.08.2018 23:00;70;26;44;Nieselregen;12;11;0
01.09.2018 00:00;50;15;35;Nieselregen;12;11;0
01.09.2018 01:00;22;7;15;Nieselregen;12;11;0
01.09.2018 02:00;36;8;28;Bedeckt;12;11;0
01.09.2018 03:00;20;5;15;Bedeckt;12;11;0
01.09.2018 04:00;10;4;6;Bedeckt;12;11;0
01.09.2018 05:00;17;8;9;Leichter Regenfall;13;11;1
01.09.2018 06:00;40;26;14;Leichter Regenfall;13;11;1
01.09.2018 07:00;76;26;50;Leichter Regenfall;13;11;1
01.09.2018 08:00;157;53;104;Maessiger Regenfall;13;11;1
01.09.2018 09:00;281;133;148;Maessiger Regenfall;13;11;1
01.09.2018 10:00;235;96;139;Maessiger Regenfall;13;11;0
01.09.2018 11:00;332;154;178;Leichter Regenfall;13;11;0
01.09.2018 12:00;368;162;206;Leichter Regenfall;12;11;0
01.09.2018 13:00;359;161;198;Leichter Regenfall;12;11;0
01.09.2018 14:00;411;153;258;Leichter Regenfall;12;11;0
01.09.2018 15:00;369;140;229;Leichter Regenfall;12;11;0
01.09.2018 16:00;346;129;217;Leichter Regenfall;12;11;0
01.09.2018 17:00;269;111;158;Nieselregen;12;11;0
01.09.2018 18:00;255;93;162;Nieselregen;12;12;0
01.09.2018 19:00;209;95;114;Nieselregen;12;12;0
01.09.2018 20:00;189;84;105;Bedeckt;12;12;0
01.09.2018 21:00;136;56;80;Bedeckt;12;12;0
01.09.2018 22:00;137;63;74;Bedeckt;12;12;0
01.09.2018 23:00;85;35;50;Stellenweiser Regenfall;12;12;0
02.09.2018 00:00;83;31;52;Stellenweiser Regenfall;12;12;0
02.09.2018 01:00;73;26;47;Stellenweiser Regenfall;12;12;0
02.09.2018 02:00;116;37;79;Bedeckt;12;12;0
02.09.2018 03:00;32;17;15;Bedeckt;12;12;0
02.09.2018 04:00;24;13;11;Bedeckt;12;12;0
02.09.2018 05:00;17;10;7;Nieselregen;12;12;0
02.09.2018 06:00;22;11;11;Nieselregen;12;12;0
02.09.2018 07:00;33;22;11;Nieselregen;13;13;0
02.09.2018 08:00;56;28;28;Leichter Nebel;13;13;0
02.09.2018 09:00;141;72;69;Leichter Nebel;14;14;0
02.09.2018 10:00;162;105;57;Leichter Nebel;14;15;0
02.09.2018 11:00;195;110;85;Stellenweiser Regenfall;15;15;0
02.09.2018 12:00;232;109;123;Stellenweiser Regenfall;16;16;0
02.09.2018 13:00;241;110;131;Stellenweiser Regenfall;16;16;0
02.09.2018 14:00;319;146;173;Bedeckt;16;16;0
02.09.2018 15:00;289;140;149;Bedeckt;17;17;0
02.09.2018 16:00;281;123;158;Bedeckt;16;16;0
02.09.2018 17:00;292;149;143;Stellenweiser Regenfall;15;15;0
02.09.2018 18:00;298;150;148;Stellenweiser Regenfall;15;15;0
02.09.2018 19:00;189;93;96;Stellenweiser Regenfall;14;14;0
02.09.2018 20:00;155;65;90;Leicht bewoelkt;13;13;0
02.09.2018 21:00;110;48;62;Leicht bewoelkt;12;13;0
02.09.2018 22:00;82;42;40;Leicht bewoelkt;12;12;0
02.09.2018 23:00;41;11;30;Leichter Nebel;12;12;0
03.09.2018 00:00;30;12;18;Leichter Nebel;12;12;0
03.09.2018 01:00;12;5;7;Leichter Nebel;11;11;0
03.09.2018 02:00;3;1;2;Leichter Nebel;11;11;0
03.09.2018 03:00;4;3;1;Leichter Nebel;11;11;0
03.09.2018 04:00;3;1;2;Leichter Nebel;11;11;0
03.09.2018 05:00;29;18;11;Leichter Nebel;12;11;0
03.09.2018 06:00;133;76;57;Leichter Nebel;12;12;0
03.09.2018 07:00;305;176;129;Leichter Nebel;13;13;0
03.09.2018 08:00;467;244;223;Leicht bewoelkt;15;15;0
03.09.2018 09:00;427;254;173;Leicht bewoelkt;16;16;0
03.09.2018 10:00;392;226;166;Leicht bewoelkt;17;17;0
03.09.2018 11:00;403;188;215;Bewoelkt;19;19;0
03.09.2018 12:00;447;187;260;Bewoelkt;20;20;0
03.09.2018 13:00;448;205;243;Bewoelkt;20;20;0
03.09.2018 14:00;509;249;260;Leicht bewoelkt;21;21;0
03.09.2018 15:00;556;265;291;Leicht bewoelkt;21;21;0
03.09.2018 16:00;628;330;298;Leicht bewoelkt;20;20;0
03.09.2018 17:00;774;368;406;Stellenweiser Regenfall;20;20;0
03.09.2018 18:00;612;273;339;Stellenweiser Regenfall;19;19;0
03.09.2018 19:00;498;193;305;Stellenweiser Regenfall;17;18;0
03.09.2018 20:00;369;153;216;Leicht bewoelkt;16;16;0
03.09.2018 21:00;199;94;105;Leicht bewoelkt;15;15;0
03.09.2018 22:00;176;64;112;Leicht bewoelkt;14;14;0
03.09.2018 23:00;78;45;33;Leicht bewoelkt;13;14;0
04.09.2018 00:00;47;20;27;Leicht bewoelkt;13;13;0
04.09.2018 01:00;19;9;10;Leicht bewoelkt;12;13;0
04.09.2018 02:00;8;4;4;Leicht bewoelkt;12;13;0
04.09.2018 03:00;6;3;3;Leicht bewoelkt;12;13;0
04.09.2018 04:00;7;3;4;Leicht bewoelkt;13;13;0
04.09.2018 05:00;35;22;13;Leicht bewoelkt;13;13;0
04.09.2018 06:00;159;95;64;Leicht bewoelkt;13;14;0
04.09.2018 07:00;353;187;166;Leicht bewoelkt;14;15;0
04.09.2018 08:00;552;303;249;Leicht bewoelkt;16;16;0
04.09.2018 09:00;414;240;174;Leicht bewoelkt;17;17;0
04.09.2018 10:00;435;241;194;Leicht bewoelkt;19;19;0
04.09.2018 11:00;448;232;216;Leicht bewoelkt;20;20;0
04.09.2018 12:00;534;255;279;Leicht bewoelkt;22;22;0
04.09.2018 13:00;532;234;298;Leicht bewoelkt;22;22;0
04.09.2018 14:00;568;290;278;Leicht bewoelkt;22;24;0
04.09.2018 15:00;664;344;320;Leicht bewoelkt;23;25;0
04.09.2018 16:00;804;397;407;Leicht bewoelkt;22;22;0
04.09.2018 17:00;809;378;431;Leicht bewoelkt;21;21;0
04.09.2018 18:00;691;271;420;Leicht bewoelkt;20;20;0
04.09.2018 19:00;552;249;303;Leicht bewoelkt;18;19;0
04.09.2018 20:00;369;162;207;Leicht bewoelkt;17;17;0
04.09.2018 21:00;245;104;141;Leicht bewoelkt;16;16;0
04.09.2018 22:00;216;93;123;Leicht bewoelkt;15;16;0
04.09.2018 23:00;125;43;82;Leicht bewoelkt;15;15;0
05.09.2018 00:00;66;18;48;Leicht bewoelkt;14;14;0
05.09.2018 01:00;41;13;28;Leicht bewoelkt;14;14;0
05.09.2018 02:00;42;17;25;Leicht bewoelkt;14;14;0
05.09.2018 03:00;11;4;7;Leicht bewoelkt;14;14;0
05.09.2018 04:00;10;2;8;Leicht bewoelkt;14;14;0
05.09.2018 05:00;28;15;13;Leicht bewoelkt;14;14;0
05.09.2018 06:00;144;89;55;Leicht bewoelkt;14;14;0
05.09.2018 07:00;377;205;172;Leicht bewoelkt;16;16;0
05.09.2018 08:00;544;285;259;Leicht bewoelkt;18;18;0
05.09.2018 09:00;464;283;181;Leicht bewoelkt;19;19;0
05.09.2018 10:00;458;255;203;Leicht bewoelkt;21;21;0
05.09.2018 11:00;495;251;244;Leicht bewoelkt;22;24;0
05.09.2018 12:00;522;265;257;Leicht bewoelkt;24;25;0
05.09.2018 13:00;513;231;282;Leicht bewoelkt;24;26;0
05.09.2018 14:00;581;274;307;Leicht bewoelkt;24;26;0
05.09.2018 15:00;613;331;282;Leicht bewoelkt;25;26;0
05.09.2018 16:00;766;366;400;Leicht bewoelkt;24;25;0
05.09.2018 17:00;869;398;471;Leicht bewoelkt;23;23;0
05.09.2018 18:00;760;344;416;Leicht bewoelkt;22;22;0
05.09.2018 19:00;609;287;322;Leicht bewoelkt;21;21;0
05.09.2018 20:00;454;201;253;Sonnig;20;20;0
05.09.2018 21:00;266;110;156;Sonnig;19;19;0
05.09.2018 22:00;252;99;153;Sonnig;18;18;0
05.09.2018 23:00;135;53;82;Sonnig;17;17;0
06.09.2018 00:00;76;29;47;Sonnig;16;16;0
06.09.2018 01:00;39;16;23;Sonnig;16;16;0
06.09.2018 02:00;11;4;7;Leicht bewoelkt;15;15;0
06.09.2018 03:00;8;4;4;Leicht bewoelkt;15;15;0
06.09.2018 04:00;8;4;4;Leicht bewoelkt;15;15;0
06.09.2018 05:00;34;17;17;Leicht bewoelkt;15;15;0
06.09.2018 06:00;139;79;60;Leicht bewoelkt;15;15;0
06.09.2018 07:00;364;192;172;Leicht bewoelkt;17;17;0
06.09.2018 08:00;599;322;277;Leicht bewoelkt;19;19;0
06.09.2018 09:00;460;253;207;Leicht bewoelkt;20;20;0
06.09.2018 10:00;477;238;239;Leicht bewoelkt;21;21;0
06.09.2018 11:00;505;243;262;Leicht bewoelkt;23;24;0
06.09.2018 12:00;536;269;267;Leicht bewoelkt;24;25;0
06.09.2018 13:00;535;229;306;Leicht bewoelkt;24;26;0
06.09.2018 14:00;594;270;324;Leicht bewoelkt;24;26;0
06.09.2018 15:00;618;287;331;Leicht bewoelkt;25;26;0
06.09.2018 16:00;706;378;328;Leicht bewoelkt;24;25;0
06.09.2018 17:00;766;340;426;Leicht bewoelkt;23;25;0
06.09.2018 18:00;689;294;395;Leicht bewoelkt;22;22;0
06.09.2018 19:00;463;199;264;Leicht bewoelkt;20;20;0
06.09.2018 20:00;341;143;198;Leicht bewoelkt;19;19;0
06.09.2018 21:00;221;83;138;Leicht bewoelkt;17;17;0
06.09.2018 22:00;190;74;116;Leicht bewoelkt;17;17;0
06.09.2018 23:00;135;56;79;Leichter Regenschauer;16;16;0
07.09.2018 00:00;82;29;53;Leichter Regenschauer;15;15;0
07.09.2018 01:00;20;5;15;Leichter Regenschauer;15;15;0
07.09.2018 02:00;20;5;15;Leicht bewoelkt;15;15;0
07.09.2018 03:00;4;4;0;Leicht bewoelkt;15;15;0
07.09.2018 04:00;10;4;6;Leicht bewoelkt;15;15;0
07.09.2018 05:00;32;20;12;Leichter Regenschauer;15;15;0
07.09.2018 06:00;119;71;48;Leichter Regenschauer;15;15;0
07.09.2018 07:00;311;146;165;Leichter Regenschauer;15;15;0
07.09.2018 08:00;532;303;229;Leichter Regenschauer;16;16;0
07.09.2018 09:00;501;274;227;Leichter Regenschauer;16;16;0
07.09.2018 10:00;428;237;191;Leichter Regenschauer;17;17;0
07.09.2018 11:00;511;285;226;Leichter Regenschauer;18;18;0
07.09.2018 12:00;570;241;329;Leichter Regenschauer;18;18;0
07.09.2018 13:00;559;235;324;Leichter Regenschauer;19;19;0
07.09.2018 14:00;560;277;283;Leicht bewoelkt;19;19;0
07.09.2018 15:00;590;302;288;Leicht bewoelkt;19;19;0
07.09.2018 16:00;585;279;306;Leicht bewoelkt;18;18;0
07.09.2018 17:00;645;312;333;Stellenweiser Regenfall;17;17;0
07.09.2018 18:00;595;322;273;Stellenweiser Regenfall;17;17;0
07.09.2018 19:00;533;276;257;Stellenweiser Regenfall;16;16;0
07.09.2018 20:00;508;261;247;Leicht bewoelkt;15;15;0
07.09.2018 21:00;271;110;161;Leicht bewoelkt;14;15;0
07.09.2018 22:00;272;81;191;Leicht bewoelkt;14;14;0
07.09.2018 23:00;218;53;165;Stellenweiser Regenfall;13;14;0
08.09.2018 00:00;193;50;143;Stellenweiser Regenfall;13;13;0
08.09.2018 01:00;112;21;91;Stellenweiser Regenfall;13;13;0
08.09.2018 02:00;71;26;45;Leichter Regenschauer;13;13;0
08.09.2018 03:00;33;10;23;Leichter Regenschauer;13;13;0
08.09.2018 04:00;15;3;12;Leichter Regenschauer;13;13;0
08.09.2018 05:00;26;15;11;Leicht bewoelkt;13;13;0
08.09.2018 06:00;43;25;18;Leicht bewoelkt;14;14;0
08.09.2018 07:00;67;36;31;Leicht bewoelkt;15;15;0
08.09.2018 08:00;180;97;83;Leicht bewoelkt;16;16;0
08.09.2018 09:00;263;152;111;Leicht bewoelkt;18;18;0
08.09.2018 10:00;419;237;182;Leicht bewoelkt;19;19;0
08.09.2018 11:00;496;258;238;Leicht bewoelkt;21;21;0
08.09.2018 12:00;584;317;267;Leicht bewoelkt;23;24;0
08.09.2018 13:00;555;256;299;Leicht bewoelkt;23;24;0
08.09.2018 14:00;520;249;271;Leicht bewoelkt;23;25;0
08.09.2018 15:00;577;249;328;Leicht bewoelkt;24;25;0
08.09.2018 16:00;588;255;333;Leicht bewoelkt;23;25;0
08.09.2018 17:00;657;266;391;Leicht bewoelkt;22;25;0
08.09.2018 18:00;511;208;303;Leicht bewoelkt;21;21;0
08.09.2018 19:00;529;207;322;Leicht bewoelkt;20;20;0
08.09.2018 20:00;368;171;197;Leicht bewoelkt;20;20;0
08.09.2018 21:00;288;169;119;Leicht bewoelkt;19;19;0
08.09.2018 22:00;179;74;105;Leicht bewoelkt;18;18;0
08.09.2018 23:00;158;63;95;Leicht bewoelkt;17;17;0
09.09.2018 00:00;113;51;62;Leicht bewoelkt;16;16;0
09.09.2018 01:00;108;36;72;Leicht bewoelkt;15;15;0
09.09.2018 02:00;51;22;29;Leicht bewoelkt;14;14;0
09.09.2018 03:00;22;7;15;Leicht bewoelkt;13;13;0
09.09.2018 04:00;16;6;10;Leicht bewoelkt;13;13;0
09.09.2018 05:00;27;19;8;Leicht bewoelkt;14;14;0
09.09.2018 06:00;36;18;18;Leicht bewoelkt;14;14;0
09.09.2018 07:00;40;18;22;Leicht bewoelkt;16;16;0
09.09.2018 08:00;104;54;50;Leicht bewoelkt;18;18;0
09.09.2018 09:00;241;126;115;Leicht bewoelkt;19;19;0
09.09.2018 10:00;306;146;160;Leicht bewoelkt;21;21;0
09.09.2018 11:00;364;173;191;Leicht bewoelkt;22;24;0
09.09.2018 12:00;420;201;219;Leicht bewoelkt;24;25;0
09.09.2018 13:00;458;196;262;Leicht bewoelkt;24;25;0
09.09.2018 14:00;496;249;247;Leicht bewoelkt;24;26;0
09.09.2018 15:00;499;250;249;Leicht bewoelkt;25;26;0
09.09.2018 16:00;478;211;267;Leicht bewoelkt;24;26;0
09.09.2018 17:00;533;261;272;Leicht bewoelkt;24;26;0
09.09.2018 18:00;510;237;273;Leicht bewoelkt;23;25;0
09.09.2018 19:00;362;172;190;Leicht bewoelkt;22;25;0
09.09.2018 20:00;306;138;168;Sonnig;21;21;0
09.09.2018 21:00;156;75;81;Sonnig;20;20;0
09.09.2018 22:00;116;48;68;Sonnig;18;18;0
09.09.2018 23:00;77;36;41;Leicht bewoelkt;17;17;0
10.09.2018 00:00;32;13;19;Leicht bewoelkt;15;15;0
10.09.2018 01:00;11;7;4;Leicht bewoelkt;15;15;0
10.09.2018 02:00;9;7;2;Bedeckt;14;14;0
10.09.2018 03:00;4;2;2;Bedeckt;14;14;0
10.09.2018 04:00;6;3;3;Bedeckt;14;14;0
10.09.2018 05:00;34;16;18;Leicht bewoelkt;14;14;0
10.09.2018 06:00;161;92;69;Leicht bewoelkt;14;14;0
10.09.2018 07:00;512;267;245;Leicht bewoelkt;16;16;0
10.09.2018 08:00;817;420;397;Leicht bewoelkt;18;18;0
10.09.2018 09:00;857;602;255;Leicht bewoelkt;20;20;0
10.09.2018 10:00;467;255;212;Leicht bewoelkt;21;21;0
10.09.2018 11:00;579;229;350;Leicht bewoelkt;22;24;0
10.09.2018 12:00;706;287;419;Leicht bewoelkt;24;25;0
